all_nodes	bindingprot_layer	cov_layer	deg_layer	gene_symbol	log2FoldChange	Matching.Attribute	name	node_source	padj	ppi_layer	selected	node	tf_layer
protein	NA	NA	NA	PIK3CA		P42336	P42336	viralmirna;viralprotein		protein	FALSE	P42336	NA
protein	NA	NA	NA	PTK2		Q05397	Q05397	viralmirna;viralprotein		protein	FALSE	Q05397	NA
protein	NA	NA	NA	SKP1	-0.757009874	P63208	P63208	viralmirna;viralprotein	6.18E-26	protein	FALSE	P63208	NA
protein	NA	NA	NA	NFKB1	0.556155399	P19838	P19838	viralmirna;viralprotein	1.24E-15	protein	FALSE	P19838	NA
protein	NA	NA	NA	NR4A1	0.25848254	P22736	P22736	viralmirna;viralprotein	4.64E-04	protein	FALSE	P22736	NA
bindingprot;protein	bindingprot	NA	NA	CCNE1		P24864	P24864	viralmirna;viralprotein		protein	FALSE	P24864	NA
protein	NA	NA	NA	MAPK12		P53778	P53778	viralmirna;viralprotein		protein	FALSE	P53778	NA
protein;tf	NA	NA	NA	FOXO1		Q12778	Q12778	viralmirna;viralprotein		protein	FALSE	Q12778	tf
protein;deg	NA	NA	deg	EDN1	0.690945985	P05305	P05305	viralmirna;viralprotein	0.032603179	protein	FALSE	P05305	NA
protein	NA	NA	NA	HOXA10		P31260	P31260	viralprotein		protein	FALSE	P31260	NA
protein	NA	NA	NA	CDC20		Q12834	Q12834	viralmirna;viralprotein		protein	FALSE	Q12834	NA
protein	NA	NA	NA	NPM1	-0.413132398	P06748	P06748	viralmirna;viralprotein	1.68E-04	protein	FALSE	P06748	NA
protein	NA	NA	NA	UBE2D1		P51668	P51668	viralmirna;viralprotein		protein	FALSE	P51668	NA
protein	NA	NA	NA	MYC		P01106	P01106	viralmirna;viralprotein		protein	FALSE	P01106	NA
protein	NA	NA	NA	NFATC2		Q13469	Q13469	viralmirna;viralprotein		protein	FALSE	Q13469	NA
protein	NA	NA	NA	CXCL8	0.855640943	P10145	P10145	viralmirna;viralprotein	6.73E-04	protein	FALSE	P10145	NA
protein	NA	NA	NA	TNFRSF1B		P20333	P20333	viralprotein		protein	FALSE	P20333	NA
protein	NA	NA	NA	HES1	1.045826885	Q14469	Q14469	viralmirna;viralprotein	4.32E-16	protein	FALSE	Q14469	NA
protein	NA	NA	NA	CHEK2		O96017	O96017	viralmirna;viralprotein		protein	FALSE	O96017	NA
protein	NA	NA	NA	AVP		P01185	P01185	viralprotein		protein	FALSE	P01185	NA
protein	NA	NA	NA	PPP2CB	-0.504744134	P62714	P62714	viralprotein	6.36E-12	protein	FALSE	P62714	NA
protein	NA	NA	NA	PPP3CB		P16298	P16298	viralmirna;viralprotein		protein	FALSE	P16298	NA
protein	NA	NA	NA	DVL3		Q92997	Q92997	viralmirna;viralprotein		protein	FALSE	Q92997	NA
protein	NA	NA	NA	NCOA3		Q9Y6Q9	Q9Y6Q9	viralmirna;viralprotein		protein	FALSE	Q9Y6Q9	NA
protein;tf	NA	NA	NA	SP1		P08047	P08047	viralmirna;viralprotein		protein	FALSE	P08047	tf
protein	NA	NA	NA	FN1		P02751	P02751	viralmirna;viralprotein		protein	FALSE	P02751	NA
protein	NA	NA	NA	FHL2		Q14192	Q14192	viralprotein		protein	FALSE	Q14192	NA
protein	NA	NA	NA	VEGFA		P15692	P15692	viralmirna;viralprotein		protein	FALSE	P15692	NA
protein	NA	NA	NA	HSPA8	-0.359734427	P11142	P11142	viralmirna;viralprotein	4.02E-04	protein	FALSE	P11142	NA
protein	NA	NA	NA	YWHAZ	-0.564713711	P63104	P63104	viralmirna;viralprotein	7.83E-11	protein	FALSE	P63104	NA
protein	NA	NA	NA	MAP2K7		O14733	O14733	viralprotein		protein	FALSE	O14733	NA
protein	NA	NA	NA	TYK2		P29597	P29597	viralmirna;viralprotein		protein	FALSE	P29597	NA
protein	NA	NA	NA	CDKN1B		P46527	P46527	viralmirna;viralprotein		protein	FALSE	P46527	NA
protein	NA	NA	NA	CDK9		P50750	P50750	viralmirna;viralprotein		protein	FALSE	P50750	NA
protein	NA	NA	NA	GNAI3		P08754	P08754	viralmirna;viralprotein		protein	FALSE	P08754	NA
protein	NA	NA	NA	CHEK1		O14757	O14757	viralmirna;viralprotein		protein	FALSE	O14757	NA
protein	NA	NA	NA	CASP3		P42574	P42574	viralmirna;viralprotein		protein	FALSE	P42574	NA
protein	NA	NA	NA	FGF2	0.3720498	P09038	P09038	viralmirna;viralprotein	0.133449668	protein	FALSE	P09038	NA
protein	NA	NA	NA	NBN		O60934	O60934	viralprotein		protein	FALSE	O60934	NA
protein	NA	NA	NA	UBE2N		P61088	P61088	viralprotein		protein	FALSE	P61088	NA
protein	NA	NA	NA	SFN	-0.411504824	P31947	P31947	viralmirna;viralprotein	0.271997943	protein	FALSE	P31947	NA
protein	NA	NA	NA	H2AX		P16104	P16104	viralmirna;viralprotein		protein	FALSE	P16104	NA
protein	NA	NA	NA	IKBKE		Q14164	Q14164	viralmirna;viralprotein		protein	FALSE	Q14164	NA
protein	NA	NA	NA	CSNK2A1		P68400	P68400	viralmirna;viralprotein		protein	FALSE	P68400	NA
protein	NA	NA	NA	PPP2CA		P67775	P67775	viralmirna;viralprotein		protein	FALSE	P67775	NA
bindingprot;protein	bindingprot	NA	NA	RBL2		Q08999	Q08999	viralmirna;viralprotein		protein	FALSE	Q08999	NA
protein	NA	NA	NA	MAP2K1		Q02750	Q02750	viralmirna;viralprotein		protein	FALSE	Q02750	NA
protein	NA	NA	NA	MAP4K4	0.549587326	O95819	O95819	viralmirna;viralprotein	3.36E-11	protein	FALSE	O95819	NA
protein	NA	NA	NA	GNAI1		P63096	P63096	viralmirna;viralprotein		protein	FALSE	P63096	NA
protein	NA	NA	NA	ORC1		Q13415	Q13415	viralmirna;viralprotein		protein	FALSE	Q13415	NA
protein	NA	NA	NA	PIAS4		Q8N2W9	Q8N2W9	viralmirna;viralprotein		protein	FALSE	Q8N2W9	NA
protein	NA	NA	NA	UBE2A	-0.304960961	P49459	P49459	viralprotein	1.24E-04	protein	FALSE	P49459	NA
protein	NA	NA	NA	SMAD6		O43541	O43541	viralmirna;viralprotein		protein	FALSE	O43541	NA
protein	NA	NA	NA	NELFB		Q8WX92	Q8WX92	viralprotein		protein	FALSE	Q8WX92	NA
protein	NA	NA	NA	LYN	0.258903997	P07948	P07948	viralmirna;viralprotein	0.002961096	protein	FALSE	P07948	NA
protein	NA	NA	NA	SOS1		Q07889	Q07889	viralmirna;viralprotein		protein	FALSE	Q07889	NA
bindingprot;protein;tf	bindingprot	NA	NA	ETS1	0.432867167	P14921	P14921	viralmirna;viralprotein	1.23E-05	protein	FALSE	P14921	tf
bindingprot;protein	bindingprot	NA	NA	TFDP2		Q14188	Q14188	viralmirna;viralprotein		protein	FALSE	Q14188	NA
protein	NA	NA	NA	SIRT1		Q96EB6	Q96EB6	viralmirna;viralprotein		protein	FALSE	Q96EB6	NA
protein	NA	NA	NA	IRS1		P35568	P35568	viralmirna;viralprotein		protein	FALSE	P35568	NA
protein	NA	NA	NA	CREB1		P16220	P16220	viralmirna;viralprotein		protein	FALSE	P16220	NA
protein	NA	NA	NA	HDAC5		Q9UQL6	Q9UQL6	viralmirna;viralprotein		protein	FALSE	Q9UQL6	NA
protein	NA	NA	NA	COL1A1		P02452	P02452	viralprotein		protein	FALSE	P02452	NA
protein	NA	NA	NA	MAP3K5		Q99683	Q99683	viralmirna;viralprotein		protein	FALSE	Q99683	NA
protein	NA	NA	NA	CREB3L4		Q8TEY5	Q8TEY5	viralmirna;viralprotein		protein	FALSE	Q8TEY5	NA
protein	NA	NA	NA	TAB2		Q9NYJ8	Q9NYJ8	viralmirna;viralprotein		protein	FALSE	Q9NYJ8	NA
protein	NA	NA	NA	EIF2AK2	0.811028973	P19525	P19525	viralmirna;viralprotein	2.92E-32	protein	FALSE	P19525	NA
protein;tf	NA	NA	NA	STAT1	0.940717937	P42224	P42224	viralmirna;viralprotein	3.26E-34	protein	FALSE	P42224	tf
protein	NA	NA	NA	SMURF1	0.251528461	Q9HCE7	Q9HCE7	viralprotein	0.004670216	protein	FALSE	Q9HCE7	NA
protein	NA	NA	NA	HDAC1	-0.343621668	Q13547	Q13547	viralmirna;viralprotein	2.52E-06	protein	FALSE	Q13547	NA
protein	NA	NA	NA	CSK		P41240	P41240	viralmirna;viralprotein		protein	FALSE	P41240	NA
protein	NA	NA	NA	MAP2K4		P45985	P45985	viralmirna;viralprotein		protein	FALSE	P45985	NA
protein	NA	NA	NA	ARAP1		Q96P48	Q96P48	viralprotein		protein	FALSE	Q96P48	NA
protein	NA	NA	NA	PTPN2		P17706	P17706	viralmirna;viralprotein		protein	FALSE	P17706	NA
protein	NA	NA	NA	HSP90AA1	-0.474324382	P07900	P07900	viralmirna;viralprotein	3.55E-11	protein	FALSE	P07900	NA
protein	NA	NA	NA	APEX1		P27695	P27695	viralprotein		protein	FALSE	P27695	NA
protein	NA	NA	NA	HRAS		P01112	P01112	viralmirna;viralprotein		protein	FALSE	P01112	NA
protein	NA	NA	NA	TAB1		Q15750	Q15750	viralmirna;viralprotein		protein	FALSE	Q15750	NA
protein	NA	NA	NA	ARID3A		Q99856	Q99856	viralmirna;viralprotein		protein	FALSE	Q99856	NA
protein	NA	NA	NA	CCND2	-0.330991357	P30279	P30279	viralmirna;viralprotein	0.704443374	protein	FALSE	P30279	NA
protein	NA	NA	NA	PTPN6		P29350	P29350	viralprotein		protein	FALSE	P29350	NA
protein	NA	NA	NA	TNFAIP3	1.517399497	P21580	P21580	viralprotein	6.80E-51	protein	FALSE	P21580	NA
protein	NA	NA	NA	UBB	-0.463274975	P0CG47	P0CG47	viralmirna;viralprotein	7.49E-12	protein	FALSE	P0CG47	NA
protein	NA	NA	NA	PLD2		O14939	O14939	viralprotein		protein	FALSE	O14939	NA
protein	NA	NA	NA	ITGB4	-0.577218275	P16144	P16144	viralmirna;viralprotein	6.04E-13	protein	FALSE	P16144	NA
protein	NA	NA	NA	EGLN3		Q9H6Z9	Q9H6Z9	viralmirna;viralprotein		protein	FALSE	Q9H6Z9	NA
protein	NA	NA	NA	CAMK4		Q16566	Q16566	viralmirna;viralprotein		protein	FALSE	Q16566	NA
protein	NA	NA	NA	H2AZ1		P0C0S5	P0C0S5	viralmirna;viralprotein		protein	FALSE	P0C0S5	NA
protein	NA	NA	NA	NFATC3		Q12968	Q12968	viralmirna;viralprotein		protein	FALSE	Q12968	NA
protein	NA	NA	NA	TRAF2		Q12933	Q12933	viralmirna;viralprotein		protein	FALSE	Q12933	NA
protein	NA	NA	NA	CAMK2D		Q13557	Q13557	viralmirna;viralprotein		protein	FALSE	Q13557	NA
protein	NA	NA	NA	CKS1B		P61024	P61024	viralmirna;viralprotein		protein	FALSE	P61024	NA
protein	NA	NA	NA	FYN		P06241	P06241	viralmirna;viralprotein		protein	FALSE	P06241	NA
protein	NA	NA	NA	AKT2		P31751	P31751	viralmirna;viralprotein		protein	FALSE	P31751	NA
protein	NA	NA	NA	NEDD4	0.330445507	P46934	P46934	viralprotein	6.10E-07	protein	FALSE	P46934	NA
protein	NA	NA	NA	PTEN		P60484	P60484	viralmirna;viralprotein		protein	FALSE	P60484	NA
protein	NA	NA	NA	AXIN1		O15169	O15169	viralmirna;viralprotein		protein	FALSE	O15169	NA
protein	NA	NA	NA	YWHAH	-0.347159567	Q04917	Q04917	viralmirna;viralprotein	0.354908041	protein	FALSE	Q04917	NA
protein	NA	NA	NA	PLCG1		P19174	P19174	viralmirna;viralprotein		protein	FALSE	P19174	NA
protein	NA	NA	NA	MAP2K3		P46734	P46734	viralprotein		protein	FALSE	P46734	NA
bindingprot;protein	bindingprot	NA	NA	FADD		Q13158	Q13158	viralmirna;viralprotein		protein	FALSE	Q13158	NA
protein	NA	NA	NA	CCL2	0.40523137	P13500	P13500	viralmirna;viralprotein	0.734819104	protein	FALSE	P13500	NA
protein	NA	NA	NA	TFDP1		Q14186	Q14186	viralmirna;viralprotein		protein	FALSE	Q14186	NA
protein	NA	NA	NA	GRB2		P62993	P62993	viralmirna;viralprotein		protein	FALSE	P62993	NA
protein	NA	NA	NA	PICALM		Q13492	Q13492	viralprotein		protein	FALSE	Q13492	NA
protein	NA	NA	NA	PLK1		P53350	P53350	viralprotein		protein	FALSE	P53350	NA
protein	NA	NA	NA	TOPBP1		Q92547	Q92547	viralmirna;viralprotein		protein	FALSE	Q92547	NA
protein;tf	NA	NA	NA	STAT2	0.486884477	P52630	P52630	viralmirna;viralprotein	1.81E-17	protein	FALSE	P52630	tf
protein	NA	NA	NA	SIAH1		Q8IUQ4	Q8IUQ4	viralprotein		protein	FALSE	Q8IUQ4	NA
protein	NA	NA	NA	WEE1		P30291	P30291	viralmirna;viralprotein		protein	FALSE	P30291	NA
protein	NA	NA	NA	MAP2K2	-0.354175079	P36507	P36507	viralmirna;viralprotein	8.35E-05	protein	FALSE	P36507	NA
protein	NA	NA	NA	SMAD1		Q15797	Q15797	viralmirna;viralprotein		protein	FALSE	Q15797	NA
protein	NA	NA	NA	TRAF6		Q9Y4K3	Q9Y4K3	viralmirna;viralprotein		protein	FALSE	Q9Y4K3	NA
protein	NA	NA	NA	NR2F6		P10588	P10588	viralprotein		protein	FALSE	P10588	NA
protein;tf	NA	NA	NA	IRF3		Q14653	Q14653	viralmirna;viralprotein		protein	FALSE	Q14653	tf
protein	NA	NA	NA	RASSF1		Q9NS23	Q9NS23	viralmirna;viralprotein		protein	FALSE	Q9NS23	NA
protein	NA	NA	NA	ELK1		P19419	P19419	viralmirna;viralprotein		protein	FALSE	P19419	NA
protein	NA	NA	NA	USP28		Q96RU2	Q96RU2	viralprotein		protein	FALSE	Q96RU2	NA
protein	NA	NA	NA	PIAS1		O75925	O75925	viralmirna;viralprotein		protein	FALSE	O75925	NA
bindingprot;protein	bindingprot	NA	NA	MITF		O75030	O75030	viralmirna;viralprotein		protein	FALSE	O75030	NA
protein	NA	NA	NA	FBXW7	0.362984628	Q969H0	Q969H0	viralprotein	1.00E-09	protein	FALSE	Q969H0	NA
protein	NA	NA	NA	SRSF2		Q01130	Q01130	viralmirna;viralprotein		protein	FALSE	Q01130	NA
protein	NA	NA	NA	SUCLA2		Q9P2R7	Q9P2R7	viralprotein		protein	FALSE	Q9P2R7	NA
protein	NA	NA	NA	TFF1		P04155	P04155	viralprotein		protein	FALSE	P04155	NA
protein	NA	NA	NA	PPP2R5D		Q14738	Q14738	viralmirna;viralprotein		protein	FALSE	Q14738	NA
protein	NA	NA	NA	PDGFB	0.261078676	P01127	P01127	viralmirna;viralprotein	0.002193407	protein	FALSE	P01127	NA
protein	NA	NA	NA	FBXO31		Q5XUX0	Q5XUX0	viralprotein		protein	FALSE	Q5XUX0	NA
protein	NA	NA	NA	PDGFA		P04085	P04085	viralprotein		protein	FALSE	P04085	NA
tf	NA	NA	NA	BCL6		P41182	P41182	viralmirna;viralprotein		NA	FALSE	P41182	tf
protein	NA	NA	NA	NLK		Q9UBE8	Q9UBE8	viralmirna;viralprotein		protein	FALSE	Q9UBE8	NA
protein	NA	NA	NA	RHOD	-0.252689107	O00212	O00212	viralprotein	0.113539387	protein	FALSE	O00212	NA
protein	NA	NA	NA	SMAD7		O15105	O15105	viralmirna;viralprotein		protein	FALSE	O15105	NA
protein	NA	NA	NA	ETV5		P41161	P41161	viralmirna;viralprotein		protein	FALSE	P41161	NA
protein	NA	NA	NA	VAV3		Q9UKW4	Q9UKW4	viralmirna;viralprotein		protein	FALSE	Q9UKW4	NA
protein	NA	NA	NA	IL2RG	-0.366157984	P31785	P31785	viralmirna;viralprotein	0.003641566	protein	FALSE	P31785	NA
protein	NA	NA	NA	ARHGAP35		Q9NRY4	Q9NRY4	viralmirna;viralprotein		protein	FALSE	Q9NRY4	NA
protein	NA	NA	NA	PIM1		P11309	P11309	viralmirna;viralprotein		protein	FALSE	P11309	NA
protein	NA	NA	NA	DUSP1	0.518961381	P28562	P28562	viralmirna;viralprotein	3.63E-08	protein	FALSE	P28562	NA
protein	NA	NA	NA	RARG		P13631	P13631	viralmirna;viralprotein		protein	FALSE	P13631	NA
protein	NA	NA	NA	ADRB2		P07550	P07550	viralmirna;viralprotein		protein	FALSE	P07550	NA
protein	NA	NA	NA	IRF5		Q13568	Q13568	viralprotein		protein	FALSE	Q13568	NA
protein	NA	NA	NA	CAMKK1		Q8N5S9	Q8N5S9	viralmirna;viralprotein		protein	FALSE	Q8N5S9	NA
protein	NA	NA	NA	TGFB3		P10600	P10600	viralmirna;viralprotein		protein	FALSE	P10600	NA
protein	NA	NA	NA	ASAP2		O43150	O43150	viralmirna;viralprotein		protein	FALSE	O43150	NA
protein	NA	NA	NA	AURKB		Q96GD4	Q96GD4	viralprotein		protein	FALSE	Q96GD4	NA
protein	NA	NA	NA	RACGAP1		Q9H0H5	Q9H0H5	viralmirna;viralprotein		protein	FALSE	Q9H0H5	NA
protein	NA	NA	NA	DVL2		O14641	O14641	viralmirna;viralprotein		protein	FALSE	O14641	NA
protein	NA	NA	NA	MAPK7		Q13164	Q13164	viralmirna;viralprotein		protein	FALSE	Q13164	NA
protein	NA	NA	NA	NCOR1		O75376	O75376	viralmirna;viralprotein		protein	FALSE	O75376	NA
protein	NA	NA	NA	PKN1		Q16512	Q16512	viralmirna;viralprotein		protein	FALSE	Q16512	NA
protein	NA	NA	NA	SENP1	0.262414832	Q9P0U3	Q9P0U3	viralmirna;viralprotein	0.001398208	protein	FALSE	Q9P0U3	NA
protein	NA	NA	NA	SPHK1		Q9NYA1	Q9NYA1	viralprotein		protein	FALSE	Q9NYA1	NA
protein	NA	NA	NA	CAPN1	-0.356808279	P07384	P07384	viralmirna;viralprotein	7.12E-06	protein	FALSE	P07384	NA
protein	NA	NA	NA	FGFR2		P21802	P21802	viralmirna;viralprotein		protein	FALSE	P21802	NA
protein	NA	NA	NA	RPS6KB1		P23443	P23443	viralmirna;viralprotein		protein	FALSE	P23443	NA
bindingprot;protein	bindingprot	NA	NA	STAT5B		P51692	P51692	viralmirna;viralprotein		protein	FALSE	P51692	NA
protein	NA	NA	NA	SNCA		P37840	P37840	viralmirna;viralprotein		protein	FALSE	P37840	NA
protein	NA	NA	NA	SUFU		Q9UMX1	Q9UMX1	viralmirna;viralprotein		protein	FALSE	Q9UMX1	NA
protein	NA	NA	NA	GLIS2		Q9BZE0	Q9BZE0	viralmirna;viralprotein		protein	FALSE	Q9BZE0	NA
protein	NA	NA	NA	CDK8		P49336	P49336	viralmirna;viralprotein		protein	FALSE	P49336	NA
protein	NA	NA	NA	FGFR3		P22607	P22607	viralmirna;viralprotein		protein	FALSE	P22607	NA
protein	NA	NA	NA	CDK2		P24941	P24941	viralmirna;viralprotein		protein	FALSE	P24941	NA
protein	NA	NA	NA	HUS1		O60921	O60921	viralprotein		protein	FALSE	O60921	NA
protein	NA	NA	NA	ILK		Q13418	Q13418	viralmirna;viralprotein		protein	FALSE	Q13418	NA
protein	NA	NA	NA	BCL2L1		Q07817	Q07817	viralmirna;viralprotein		protein	FALSE	Q07817	NA
protein	NA	NA	NA	ARHGDIA	-0.310559298	P52565	P52565	viralmirna;viralprotein	0.003923261	protein	FALSE	P52565	NA
protein	NA	NA	NA	ERBB3		P21860	P21860	viralmirna;viralprotein		protein	FALSE	P21860	NA
protein	NA	NA	NA	APP	-0.448169747	P05067	P05067	viralmirna;viralprotein	4.76E-09	protein	FALSE	P05067	NA
protein	NA	NA	NA	SKAP1		Q86WV1	Q86WV1	viralprotein		protein	FALSE	Q86WV1	NA
protein	NA	NA	NA	MAP4K3		Q8IVH8	Q8IVH8	viralprotein		protein	FALSE	Q8IVH8	NA
protein	NA	NA	NA	DDB1	-0.251632222	Q16531	Q16531	viralmirna;viralprotein	9.90E-04	protein	FALSE	Q16531	NA
protein	NA	NA	NA	PIK3CB		P42338	P42338	viralmirna;viralprotein		protein	FALSE	P42338	NA
protein	NA	NA	NA	KRAS		P01116	P01116	viralprotein		protein	FALSE	P01116	NA
protein	NA	NA	NA	ITGA1		P56199	P56199	viralmirna;viralprotein		protein	FALSE	P56199	NA
protein	NA	NA	NA	MDC1		Q14676	Q14676	viralmirna;viralprotein		protein	FALSE	Q14676	NA
protein	NA	NA	NA	CREB3		O43889	O43889	viralmirna;viralprotein		protein	FALSE	O43889	NA
protein	NA	NA	NA	BCL2	0.259048809	P10415	P10415	viralmirna;viralprotein	0.258091103	protein	FALSE	P10415	NA
protein	NA	NA	NA	GSK3B	0.290610639	P49841	P49841	viralmirna;viralprotein	1.82E-05	protein	FALSE	P49841	NA
protein	NA	NA	NA	RPS6KA2		Q15349	Q15349	viralmirna;viralprotein		protein	FALSE	Q15349	NA
protein	NA	NA	NA	AURKA		O14965	O14965	viralmirna;viralprotein		protein	FALSE	O14965	NA
protein	NA	NA	NA	ABL1		P00519	P00519	viralmirna;viralprotein		protein	FALSE	P00519	NA
protein	NA	NA	NA	HNRNPK	-0.251000516	P61978	P61978	viralmirna;viralprotein	0.086504088	protein	FALSE	P61978	NA
protein	NA	NA	NA	CALM3	-0.468963587	P0DP23	P0DP23	viralmirna;viralprotein	2.41E-09	protein	FALSE	P0DP23	NA
protein	NA	NA	NA	MAP2K6		P52564	P52564	viralmirna;viralprotein		protein	FALSE	P52564	NA
protein	NA	NA	NA	TAF1		P21675	P21675	viralmirna;viralprotein		protein	FALSE	P21675	NA
protein;tf	NA	NA	NA	FOS	0.585471289	P01100	P01100	viralmirna;viralprotein	1.62E-04	protein	FALSE	P01100	tf
bindingprot;protein	bindingprot	NA	NA	YWHAG		P61981	P61981	viralmirna;viralprotein		protein	FALSE	P61981	NA
protein;tf	NA	NA	NA	FOXO4		P98177	P98177	viralmirna;viralprotein		protein	FALSE	P98177	tf
protein	NA	NA	NA	EFNA1	0.770896792	P20827	P20827	viralmirna;viralprotein	5.31E-19	protein	FALSE	P20827	NA
protein	NA	NA	NA	FGFR4		P22455	P22455	viralmirna;viralprotein		protein	FALSE	P22455	NA
protein	NA	NA	NA	PRKCZ		Q05513	Q05513	viralmirna;viralprotein		protein	FALSE	Q05513	NA
protein	NA	NA	NA	PRDX1	-0.793011755	Q06830	Q06830	viralprotein	5.56E-24	protein	FALSE	Q06830	NA
protein	NA	NA	NA	TRAF3	0.254413009	Q13114	Q13114	viralprotein	3.05E-05	protein	FALSE	Q13114	NA
protein	NA	NA	NA	JAG1		P78504	P78504	viralmirna;viralprotein		protein	FALSE	P78504	NA
protein	NA	NA	NA	PRKAR1B		P31321	P31321	viralprotein		protein	FALSE	P31321	NA
protein	NA	NA	NA	CREB3L2		Q70SY1	Q70SY1	viralmirna;viralprotein		protein	FALSE	Q70SY1	NA
protein	NA	NA	NA	IL1A		P01583	P01583	viralprotein		protein	FALSE	P01583	NA
protein	NA	NA	NA	NCL		P19338	P19338	viralmirna;viralprotein		protein	FALSE	P19338	NA
protein;tf	NA	NA	NA	IRF2		P14316	P14316	viralmirna		NA;protein	FALSE	P14316	tf
protein	NA	NA	NA	BIRC5		O15392	O15392	viralprotein		protein	FALSE	O15392	NA
protein	NA	NA	NA	TSC1		Q92574	Q92574	viralprotein		protein	FALSE	Q92574	NA
bindingprot;protein	bindingprot	NA	NA	UHMK1		Q8TAS1	Q8TAS1	viralmirna;viralprotein		protein	FALSE	Q8TAS1	NA
bindingprot;protein;tf	bindingprot	NA	NA	POU2F1		P14859	P14859	viralmirna;viralprotein		protein	FALSE	P14859	tf
protein	NA	NA	NA	PTK2B		Q14289	Q14289	viralmirna;viralprotein		protein	FALSE	Q14289	NA
protein	NA	NA	NA	EPHB4		P54760	P54760	viralmirna;viralprotein		protein	FALSE	P54760	NA
protein	NA	NA	NA	CASP8	0.324884216	Q14790	Q14790	viralmirna;viralprotein	1.73E-08	protein	FALSE	Q14790	NA
protein	NA	NA	NA	STK11		Q15831	Q15831	viralmirna;viralprotein		protein	FALSE	Q15831	NA
protein	NA	NA	NA	APC		P25054	P25054	viralmirna;viralprotein		protein	FALSE	P25054	NA
protein	NA	NA	NA	CDC25A		P30304	P30304	viralmirna;viralprotein		protein	FALSE	P30304	NA
protein	NA	NA	NA	NR3C1		P04150	P04150	viralmirna;viralprotein		protein	FALSE	P04150	NA
protein	NA	NA	NA	CCNA2		P20248	P20248	viralmirna;viralprotein		protein	FALSE	P20248	NA
protein	NA	NA	NA	CYTH2		Q99418	Q99418	viralprotein		protein	FALSE	Q99418	NA
protein	NA	NA	NA	TNIK		Q9UKE5	Q9UKE5	viralprotein		protein	FALSE	Q9UKE5	NA
protein	NA	NA	NA	TXN	-0.678770033	P10599	P10599	viralmirna;viralprotein	4.22E-12	protein	FALSE	P10599	NA
protein	NA	NA	NA	ARHGEF11		O15085	O15085	viralprotein		protein	FALSE	O15085	NA
bindingprot	bindingprot	NA	NA	YES1		P07947	P07947	viralmirna		NA;protein	FALSE	P07947	NA
protein	NA	NA	NA	RIPK3		Q9Y572	Q9Y572	viralmirna;viralprotein		protein	FALSE	Q9Y572	NA
protein	NA	NA	NA	TP53BP1		Q12888	Q12888	viralmirna;viralprotein		protein	FALSE	Q12888	NA
protein	NA	NA	NA	STAT4		Q14765	Q14765	viralprotein		protein	FALSE	Q14765	NA
protein	NA	NA	NA	NGEF		Q8N5V2	Q8N5V2	viralmirna;viralprotein		protein	FALSE	Q8N5V2	NA
protein	NA	NA	NA	PPP1R13L		Q8WUF5	Q8WUF5	viralmirna;viralprotein		protein	FALSE	Q8WUF5	NA
protein	NA	NA	NA	NFKB2	0.692938336	Q00653	Q00653	viralprotein	3.27E-19	protein	FALSE	Q00653	NA
protein	NA	NA	NA	RAN		P62826	P62826	viralmirna;viralprotein		protein	FALSE	P62826	NA
bindingprot;protein	bindingprot	NA	NA	ITGAV		P06756	P06756	viralmirna;viralprotein		protein	FALSE	P06756	NA
protein	NA	NA	NA	HPSE		Q9Y251	Q9Y251	viralprotein		protein	FALSE	Q9Y251	NA
protein	NA	NA	NA	SMAD5		Q99717	Q99717	viralmirna;viralprotein		protein	FALSE	Q99717	NA
protein	NA	NA	NA	BRAF		P15056	P15056	viralmirna;viralprotein		protein	FALSE	P15056	NA
protein	NA	NA	NA	RALBP1		Q15311	Q15311	viralprotein		protein	FALSE	Q15311	NA
protein;tf	NA	NA	NA	NFATC1		O95644	O95644	viralmirna;viralprotein		protein	FALSE	O95644	tf
protein	NA	NA	NA	PROC		P04070	P04070	viralprotein		protein	FALSE	P04070	NA
protein	NA	NA	NA	PIK3C3		Q8NEB9	Q8NEB9	viralmirna;viralprotein		protein	FALSE	Q8NEB9	NA
protein	NA	NA	NA	F3	-0.416934018	P13726	P13726	viralprotein	1	protein	FALSE	P13726	NA
protein	NA	NA	NA	RANGAP1		P46060	P46060	viralmirna;viralprotein		protein	FALSE	P46060	NA
protein	NA	NA	NA	MCPH1	0.253393665	Q8NEM0	Q8NEM0	viralmirna;viralprotein	2.23E-06	protein	FALSE	Q8NEM0	NA
protein	NA	NA	NA	PIN1		Q13526	Q13526	viralmirna;viralprotein		protein	FALSE	Q13526	NA
protein	NA	NA	NA	BAD		Q92934	Q92934	viralmirna;viralprotein		protein	FALSE	Q92934	NA
protein	NA	NA	NA	GAB1		Q13480	Q13480	viralmirna;viralprotein		protein	FALSE	Q13480	NA
protein	NA	NA	NA	KSR1		Q8IVT5	Q8IVT5	viralmirna;viralprotein		protein	FALSE	Q8IVT5	NA
protein	NA	NA	NA	PIK3R2		O00459	O00459	viralmirna;viralprotein		protein	FALSE	O00459	NA
protein	NA	NA	NA	PRKX		P51817	P51817	viralmirna;viralprotein		protein	FALSE	P51817	NA
protein	NA	NA	NA	ARHGAP24		Q8N264	Q8N264	viralmirna;viralprotein		protein	FALSE	Q8N264	NA
protein	NA	NA	NA	DYRK2		Q92630	Q92630	viralmirna;viralprotein		protein	FALSE	Q92630	NA
